,track_popularity,playlist_genre,playlist_subgenre,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,Hit or Not,lyrical_subjectivity,lyrical_polarity,repeated_phrases,minutes,word_count,WPM_approx,artist_past_performance
12404,41,3,9,0.623,0.5529999999999999,-7.441,0.0252,0.581,1.44e-06,0.0725,0.752,87.992,256120,1,0.5824565866232534,0.202316510649844,0,4.268666666666666,575,134.70248321099484,0
12409,49,3,14,0.708,0.6809999999999999,-11.225999999999999,0.0422,0.0152,3.43e-05,0.0373,0.8140000000000001,111.574,247840,1,0.5913580246913578,0.4666666666666666,0,4.1306666666666665,270,65.36475145255004,0
12410,16,2,3,0.473,0.777,-3.698,0.059000000000000004,0.11900000000000001,7.87e-05,0.6709999999999999,0.21,136.249,186813,1,0.5419330669330665,0.2816183816183818,9,3.11355,452,145.17190987779222,0
12411,76,2,17,0.728,0.86,-5.237,0.13699999999999998,0.0401,0.0,0.111,0.535,65.043,214240,1,0.4495842781557067,0.1434996220710506,15,3.570666666666667,810,226.84839432412247,2
12415,33,3,23,0.8,0.6970000000000001,-4.17,0.177,0.0027300000000000002,0.0,0.106,0.818,149.026,186693,1,0.4996913580246914,0.1861882716049383,0,3.11155,344,110.5558323022288,0
12416,71,5,15,0.45799999999999996,0.912,-3.6660000000000004,0.0618,0.0175,0.0,0.363,0.611,104.52600000000001,257760,1,0.4972842261904762,0.2036644345238096,0,4.296,342,79.60893854748603,1
12419,8,2,5,0.556,0.535,-4.789,0.0372,0.467,0.0,0.332,0.687,144.635,160400,1,0.5700549450549449,0.3695054945054945,0,2.6733333333333333,229,85.66084788029926,3
12422,21,0,18,0.595,0.905,-6.496,0.0388,0.0102,3.79e-05,0.528,0.659,127.98700000000001,232500,1,0.5752100840336134,0.4487394957983193,2,3.875,362,93.41935483870968,0
12431,0,5,0,0.419,0.4320000000000001,-11.235,0.0318,0.4270000000000001,7.42e-06,0.0691,0.151,120.266,248000,1,0.6236486486486489,0.4655405405405405,0,4.133333333333334,156,37.74193548387096,3
12433,77,2,17,0.5539999999999999,0.772,-4.8210000000000015,0.0418,0.00487,6.6e-06,0.354,0.455,179.984,223546,1,0.4081349206349208,0.053769841269841266,20,3.7257666666666656,1314,352.6790906569565,11
12442,56,2,5,0.547,0.8220000000000001,-7.2010000000000005,0.0292,0.0745,0.00943,0.0645,0.774,130.138,239560,1,0.5330246913580248,-0.4394217785493828,0,3.9926666666666666,170,42.578059776256474,4
12445,70,5,2,0.441,0.9079999999999999,-4.627,0.115,0.000183,0.00328,0.0612,0.632,145.439,287400,1,0.44975961538461456,0.0649038461538461,16,4.79,650,135.69937369519832,2
12450,77,2,17,0.72,0.7909999999999999,-4.689,0.124,0.0384,0.0,0.157,0.7559999999999999,102.071,175427,1,0.4554232804232804,0.11489417989417987,0,2.923783333333333,398,136.1249978623587,0
12451,53,1,22,0.708,0.667,-7.934,0.0418,0.253,0.000692,0.0878,0.634,115.98700000000001,339310,1,0.4523121843434345,-0.06613794191919192,0,5.655166666666666,352,62.24396569508709,0
12466,43,1,12,0.54,0.48700000000000004,-7.013,0.0311,0.529,0.000106,0.19699999999999998,0.15,104.71799999999999,282147,1,0.6212018140589572,0.046088435374149736,2,4.70245,314,66.77370306967644,0
12467,67,3,23,0.581,0.452,-9.558,0.15,0.20600000000000002,0.00329,0.0881,0.523,75.046,173653,1,0.5026666666666667,0.18483333333333327,0,2.894216666666667,221,76.35917605800071,2
12468,66,5,15,0.40700000000000003,0.8959999999999999,-2.935,0.063,0.012,0.0,0.196,0.156,138.697,243573,1,0.8769230769230769,0.015384615384615403,0,4.05955,274,67.49516572033846,0
12475,0,5,0,0.7120000000000001,0.366,-11.921,0.0302,0.778,2.08e-06,0.153,0.537,112.5,287000,1,0.7038265306122449,0.07971938775510203,0,4.783333333333333,225,47.038327526132406,0
12482,0,4,21,0.667,0.858,-7.062,0.0533,0.017,0.00366,0.177,0.354,140.024,357480,1,0.4426077097505669,0.17768707482993196,2,5.957999999999998,243,40.785498489425976,4
12483,10,2,3,0.6729999999999999,0.885,-3.574,0.0569,0.14300000000000002,0.0,0.184,0.7040000000000001,121.08200000000001,174545,1,0.3347826086956521,0.13043478260869565,3,2.9090833333333332,455,156.4066573090034,6
12484,2,2,10,0.353,0.0811,-14.573,0.0351,0.966,2.27e-06,0.10400000000000001,0.35600000000000004,173.415,187933,1,0.7220032840722499,0.11999178981937599,0,3.132216666666667,209,66.72590763729626,0
12487,51,2,5,0.703,0.8029999999999999,-4.647,0.0251,0.34600000000000003,0.0009119999999999999,0.4370000000000001,0.695,107.41,230027,1,0.4685374149659864,-0.019557823129251698,1,3.8337833333333333,233,60.775474183465434,0
12489,4,5,0,0.321,0.95,-6.729,0.179,0.0213,0.00657,0.191,0.226,108.46600000000001,455560,1,0.4162698412698412,-0.06746031746031747,0,7.592666666666666,281,37.00939503029239,21
12490,39,5,2,0.4370000000000001,0.8220000000000001,-9.258,0.14,0.006790000000000001,0.000573,0.141,0.659,117.194,237280,1,0.4364444444444445,-0.10186111111111114,2,3.9546666666666654,125,31.608226567768035,4
12495,69,2,5,0.6629999999999999,0.6659999999999999,-5.441,0.125,0.583,3.85e-06,0.222,0.605,159.983,147021,1,0.5730837789661319,0.2336898395721925,0,2.45035,271,110.59644540575836,0
12501,25,2,3,0.532,0.7829999999999999,-5.697,0.0523,0.0038,0.0012,0.161,0.643,124.08,247427,1,0.5121212121212121,0.18939393939393934,28,4.123783333333333,1024,248.3156648223517,3
12505,49,5,15,0.39899999999999997,0.0861,-14.679,0.037000000000000005,0.948,1.39e-05,0.10400000000000001,0.129,117.45100000000001,266026,1,0.5129166666666667,0.042916666666666665,0,4.433766666666667,229,51.64908693135257,0
12510,38,2,10,0.521,0.363,-12.249,0.0287,0.564,0.00223,0.0918,0.156,104.89200000000001,204629,1,0.6243506493506495,0.2523809523809524,0,3.410483333333333,179,52.4852293663166,0
12521,30,2,10,0.5710000000000001,0.778,-3.721,0.124,0.37,9.81e-06,0.14300000000000002,0.44299999999999995,119.97200000000001,239000,1,0.5982843137254901,0.2335784313725491,0,3.983333333333333,242,60.753138075313814,0
12531,1,2,10,0.871,0.595,-7.6179999999999986,0.0552,0.0929,0.004220000000000001,0.107,0.623,120.01100000000001,206099,1,0.546875,0.1605113636363636,1,3.4349833333333333,195,56.76883439512079,1
12536,66,3,23,0.397,0.499,-10.972000000000001,0.0685,0.0766,1.55e-06,0.111,0.3670000000000001,171.067,327400,1,0.6301106301106302,0.3553150553150553,0,5.456666666666668,247,45.265729993891256,0
12543,35,1,11,0.479,0.545,-7.346,0.0688,0.365,0.0,0.0963,0.244,74.89699999999998,252733,1,0.6682208994708992,0.05178571428571428,4,4.2122166666666665,410,97.33592368230505,0
12545,77,4,8,0.843,0.435,-8.442,0.17800000000000002,0.47,0.0,0.147,0.19,120.05799999999999,208080,1,0.6229170995670995,-0.02282510822510824,5,3.468,1036,298.73125720876584,1
12549,74,2,3,0.736,0.795,-3.299,0.0545,0.498,1.21e-06,0.254,0.511,104.066,230813,1,0.4697318007662836,0.05929118773946359,30,3.846883333333333,2008,521.9809976041211,15
12550,50,3,23,0.42200000000000004,0.894,-3.5069999999999997,0.332,0.262,0.0,0.142,0.636,152.17,249253,1,0.2999999999999998,0.2557142857142857,10,4.154216666666667,684,164.6519801165884,0
12551,47,4,20,0.7959999999999999,0.782,-4.805,0.21,0.146,0.0,0.13,0.418,99.978,207440,1,0.5262085137085136,0.07006373256373256,35,3.457333333333333,1302,376.5908214423448,0
12562,28,0,4,0.625,0.831,-6.7570000000000014,0.0541,0.00447,0.0624,0.0923,0.191,121.929,197450,1,0.8,0.060000000000000026,1,3.290833333333333,206,62.598126107875395,2
12567,27,3,14,0.795,0.423,-8.58,0.0665,0.0265,0.0,0.0603,0.8809999999999999,93.052,237120,1,0.6349116161616162,0.3931818181818181,0,3.952,295,74.64574898785425,1
12573,74,2,5,0.507,0.7290000000000001,-5.399,0.0393,0.0182,1.4e-06,0.0658,0.272,105.01299999999999,243960,1,0.3625,-0.13125,0,4.066,116,28.529267092966066,0
12579,1,5,7,0.505,0.8759999999999999,-4.867,0.0415,0.0148,0.0,0.11800000000000001,0.718,138.862,215907,1,0.2991959064327485,0.14773391812865494,0,3.59845,276,76.69969014436771,4
12583,5,4,20,0.799,0.9159999999999999,-3.344,0.47100000000000003,0.11,0.0,0.0746,0.6970000000000001,126.68700000000001,247427,1,0.3038559558720849,0.03969941348973609,23,4.123783333333333,1282,310.87957256079574,0
12587,57,3,14,0.701,0.705,-6.18,0.0357,0.18,0.0,0.141,0.71,100.669,232960,1,0.5950000000000001,-0.009166666666666679,0,3.8826666666666654,298,76.75137362637362,2
12595,2,1,12,0.392,0.628,-5.925,0.0345,0.289,0.0,0.174,0.247,160.018,236440,1,0.8126170126170124,0.4032967032967035,6,3.9406666666666665,497,126.12079174420572,0
12599,67,1,11,0.8220000000000001,0.737,-4.542,0.0314,0.0261,4.1899999999999995e-05,0.18,0.753,118.994,241933,1,0.5428751803751805,0.0985479797979798,1,4.032216666666667,467,115.8171890564743,0
12602,74,3,9,0.6679999999999999,0.534,-6.586,0.0677,0.16399999999999998,0.0,0.1,0.711,145.816,136248,1,0.5066666666666666,0.12472222222222222,0,2.2708,253,111.41447947859785,6
12604,35,5,15,0.5,0.8240000000000001,-5.846,0.0388,0.00016,0.00161,0.0916,0.539,120.125,218920,1,0.3,6.938893903907227e-18,0,3.6486666666666654,139,38.09610816736708,0
12612,51,5,2,0.33799999999999997,0.887,-8.873,0.0438,0.00962,0.011000000000000001,0.556,0.39899999999999997,206.255,223667,1,0.4999999999999999,0.3857142857142857,1,3.727783333333333,246,65.99095977502269,3
12618,67,4,8,0.415,0.9259999999999999,-1.304,0.374,0.253,0.0,0.256,0.542,158.423,357347,1,0.49234746109746097,-0.03748720311220312,3,5.955783333333334,1052,176.63503541375752,0
12619,73,5,0,0.513,0.396,-13.061,0.0299,0.251,0.177,0.11,0.22899999999999998,140.208,149880,1,0.3844444444444445,-0.13444444444444445,6,2.498,300,120.09607686148918,0
12620,73,5,0,0.27,0.9440000000000001,-4.199,0.0975,0.0050100000000000006,2.05e-05,0.11599999999999999,0.606,146.347,269920,1,0.37447089947089945,0.05345117845117847,0,4.498666666666667,682,151.6004742145821,0
12628,60,5,15,0.7390000000000001,0.898,-4.566,0.0895,0.11199999999999999,0.0010400000000000001,0.309,0.915,121.01,209160,1,0.5195512820512821,0.3166666666666667,4,3.486,355,101.83591508892714,0
12633,71,5,7,0.564,0.613,-5.055,0.0318,0.111,3.22e-06,0.0825,0.48,84.95100000000002,166693,1,0.5038194444444445,0.1440972222222222,4,2.778216666666667,502,180.69145075078137,0
12634,63,5,15,0.546,0.578,-8.745,0.0406,0.0114,6.54e-05,0.0692,0.8190000000000001,128.037,238907,1,0.6374338624338624,0.044420394420394416,0,3.9817833333333335,85,21.347218792249702,0
12635,67,1,11,0.711,0.9059999999999999,-2.6710000000000003,0.0284,0.00952,1.64e-05,0.153,0.8240000000000001,125.916,157153,1,0.5602880658436212,0.2452674897119341,0,2.6192166666666665,297,113.39268101786158,1
12640,53,3,14,0.685,0.62,-6.665,0.0406,0.19,0.0,0.158,0.3720000000000001,82.52,304733,1,0.4592105263157895,0.04802631578947367,0,5.078883333333334,878,172.87264589000858,0
12643,53,5,7,0.4920000000000001,0.95,-4.601,0.0559,4.23e-05,0.00469,0.071,0.401,134.035,297382,1,0.63375,0.10875,0,4.956366666666667,275,55.48419204928342,2
12645,70,4,20,0.657,0.42100000000000004,-11.378,0.41200000000000003,0.35200000000000004,0.000218,0.187,0.18100000000000002,174.063,264747,1,0.472172619047619,-0.004494047619047628,4,4.41245,829,187.8774830309692,0
12647,27,5,2,0.69,0.54,-10.515999999999998,0.0317,0.218,0.00657,0.115,0.764,114.846,222733,1,0.5,0.3732142857142857,0,3.7122166666666665,187,50.3742148671279,8
12650,78,2,17,0.774,0.838,-3.9139999999999997,0.114,0.0249,0.025,0.242,0.924,143.04,198800,1,0.5451461988304093,-0.11532163742690055,0,3.313333333333333,280,84.50704225352112,0
12660,0,3,14,0.6659999999999999,0.664,-7.803,0.121,0.358,6.95e-05,0.204,0.733,158.351,225333,1,0.6589635854341737,0.10234593837535014,0,3.75555,339,90.26640571953509,0
12662,42,0,18,0.47200000000000003,0.8759999999999999,-3.238,0.0348,0.00625,2.85e-06,0.244,0.253,128.12,210703,1,0.6966666666666667,-0.30875,0,3.5117166666666666,197,56.097919820790395,0
12663,65,5,15,0.5379999999999999,0.86,-5.916,0.0435,0.252,0.0005269999999999999,0.247,0.29100000000000004,127.15299999999999,299307,1,0.33001998001998,-0.03951048951048952,2,4.98845,303,60.74031011636881,2
12666,12,3,23,0.7040000000000001,0.735,-10.425999999999998,0.0594,0.28,0.149,0.475,0.6809999999999999,105.182,346667,1,0.6131313131313134,0.32976641414141394,0,5.777783333333334,406,70.26916320272768,0
12668,57,2,10,0.5820000000000001,0.375,-13.277000000000001,0.0329,0.7020000000000001,0.0631,0.136,0.106,129.909,238971,1,0.4550000000000001,0.1175,0,3.98285,154,38.665779529733726,0
12671,0,5,7,0.8009999999999999,0.698,-6.037000000000001,0.0298,0.0503,8.68e-05,0.0712,0.597,108.87299999999999,240933,1,0.3069444444444445,0.07175925925925926,0,4.01555,263,65.49538668426491,6
12676,31,3,9,0.248,0.33,-14.419,0.0396,0.14,0.0191,0.9179999999999999,0.0456,73.627,262724,1,0.35000000000000003,-0.06428571428571428,0,4.378733333333333,139,31.744340067903966,0
12685,52,1,22,0.6859999999999999,0.524,-7.251,0.0343,0.649,0.0569,0.14,0.0951,124.93799999999999,201627,1,0.4,0.35,0,3.36045,63,18.747489175556844,0
12701,29,3,9,0.722,0.527,-6.728,0.127,0.157,0.0,0.182,0.364,119.929,228093,1,0.7585937500000001,0.034114583333333316,3,3.80155,516,135.73410845576146,0
12709,79,0,16,0.644,0.5479999999999999,-5.416,0.0286,0.0209,8.68e-06,0.134,0.166,90.042,253813,1,0.5915343915343915,0.20978835978835972,2,4.230216666666666,303,71.62753680859531,3
12714,64,5,15,0.8270000000000001,0.66,-9.669,0.0337,0.508,0.40299999999999997,0.0756,0.904,113.449,269143,1,0.8833333333333333,-0.275,0,4.485716666666667,120,26.751578157336432,0
12720,5,5,7,0.679,0.6759999999999999,-9.734,0.0371,0.0777,1.3800000000000007e-05,0.0938,0.8,134.238,246840,1,0.7718750000000001,0.3210937500000001,3,4.114,511,124.21001458434614,6
12721,59,2,10,0.602,0.304,-9.948,0.0736,0.345,0.0231,0.0969,0.156,73.33,240760,1,0.8027777777777777,0.4111111111111113,0,4.012666666666667,100,24.921083236418013,0
12722,61,3,14,0.787,0.63,-12.295,0.0609,0.0274,6.69e-06,0.161,0.882,125.34700000000001,267293,1,0.2607142857142858,0.2482142857142857,1,4.454883333333333,340,76.3207416580307,1
12723,52,3,13,0.672,0.27899999999999997,-9.237,0.0421,0.402,0.000125,0.0946,0.478,133.625,251886,1,0.5966580014967112,-0.19968884162432546,0,4.1981,269,64.07660608370453,0
12725,66,1,22,0.7020000000000001,0.794,-5.912999999999999,0.0562,0.00715,4.5600000000000004e-05,0.11,0.37,103.97200000000001,162081,1,0.7466666666666666,0.2109999999999999,2,2.70135,684,253.20672996834915,7
12732,1,5,7,0.447,0.493,-6.584,0.0245,0.00613,0.0078,0.113,0.11900000000000001,80.071,233013,1,0.5456989247311828,0.3863799283154122,0,3.88355,164,42.22940350967543,2
12733,70,3,23,0.57,0.7170000000000001,-4.914,0.028999999999999998,0.00967,0.0,0.0833,0.321,111.91,250453,1,0.3477777777777777,-0.015873015873015858,0,4.174216666666666,336,80.49414460996674,1
12747,68,2,17,0.627,0.703,-4.8839999999999995,0.23600000000000002,0.563,0.0,0.0962,0.64,81.89699999999998,217307,1,0.6500000000000002,-0.1875,6,3.621783333333333,804,221.9900877560318,5
12748,56,2,5,0.677,0.985,-4.678,0.0549,0.07,3.620000000000001e-05,0.35100000000000003,0.87,118.09200000000001,220227,1,0.5777777777777777,0.0714975845410628,3,3.67045,315,85.82053971583865,1
12763,53,3,14,0.879,0.679,-8.59,0.0421,0.149,0.008709999999999999,0.078,0.7240000000000001,122.38,231400,1,0.5935897435897436,0.08076923076923076,0,3.8566666666666665,330,85.56611927398444,0
12766,1,3,9,0.606,0.6759999999999999,-5.129,0.0296,0.596,1.8e-05,0.151,0.82,116.241,194000,1,0.5351851851851852,0.14629629629629629,0,3.2333333333333334,229,70.82474226804123,0
12767,63,3,14,0.789,0.413,-7.518,0.244,0.0223,0.00031299999999999996,0.3,0.518,89.911,241760,1,0.5241496598639456,0.24795918367346945,20,4.029333333333334,1058,262.57445400397086,20
12774,68,2,17,0.662,0.7390000000000001,-5.354,0.0322,0.00206,0.0603,0.113,0.382,130.999,188960,1,0.3702380952380953,0.15714285714285714,1,3.1493333333333333,284,90.17781541066893,0
12778,62,1,22,0.5429999999999999,0.8759999999999999,-5.069,0.0512,0.0606,0.0,0.157,0.415,122.05799999999999,268840,1,0.5921497584541062,0.13731884057971014,0,4.480666666666667,269,60.03570897187917,0
12796,40,5,0,0.35700000000000004,0.75,-4.971,0.0533,0.00245,0.0,0.3720000000000001,0.326,89.632,174628,1,0.5799999999999998,0.045,0,2.9104666666666668,295,101.3583159630758,2
12810,56,2,17,0.738,0.934,-3.7289999999999996,0.12,0.00176,0.0,0.0473,0.547,104.97,201160,1,0.3362745098039216,0.004901960784313733,1,3.3526666666666665,398,118.711473453967,0
12812,7,5,7,0.268,0.588,-4.1339999999999995,0.0311,0.16899999999999998,0.0020399999999999997,0.156,0.0772,103.773,388613,1,0.5663663663663661,0.3597597597597597,1,6.476883333333332,270,41.68671660495146,2
12814,2,5,0,0.55,0.563,-9.658999999999999,0.0603,0.205,2.8100000000000002e-05,0.0638,0.948,134.559,214600,1,0.5695386738865,0.1327148696713914,0,3.5766666666666667,381,106.5237651444548,0
12815,58,5,7,0.574,0.9259999999999999,-10.79,0.0562,0.00031,0.478,0.386,0.609,113.09700000000001,145067,1,0.4920454545454546,0.14053030303030306,0,2.4177833333333334,140,57.90427871259487,2
12816,30,2,5,0.605,0.69,-11.003,0.0295,0.198,0.00132,0.29100000000000004,0.6940000000000001,112.005,266867,1,0.4642857142857143,0.0,0,4.447783333333334,202,45.41588131915898,1
12818,4,2,5,0.79,0.716,-4.118,0.0441,0.0244,5.53e-06,0.41100000000000003,0.8290000000000001,111.99,221280,1,0.7032091097308487,0.056547619047619034,0,3.688,666,180.58568329718003,1
12822,1,4,20,0.7809999999999999,0.754,-3.61,0.0894,0.36,0.0,0.0867,0.519,120.521,227080,1,0.4346560846560844,0.1291005291005291,0,3.784666666666667,590,155.89219658270213,0
12829,80,2,3,0.737,0.636,-4.546,0.0437,0.0441,6.659999999999999e-05,0.35,0.565,105.005,222653,1,0.6362012987012985,-0.04312770562770562,50,3.7108833333333333,1784,480.7480698665637,5
12831,6,2,5,0.722,0.961,-4.812,0.0514,0.0883,0.61,0.278,0.91,126.113,229165,1,0.5761904761904761,0.16369047619047622,1,3.819416666666666,200,52.364017192852316,0
12834,43,2,10,0.799,0.688,-4.485,0.0335,0.0030399999999999997,0.198,0.149,0.107,115.009,293217,1,0.5333333333333333,0.5666666666666667,2,4.88695,285,58.318583165369,0
12835,58,1,22,0.589,0.613,-5.034,0.0327,0.568,0.0,0.0675,0.19,114.853,181867,1,0.6244444444444444,0.33444444444444443,0,3.0311166666666667,169,55.75502977450554,1
12846,12,2,17,0.4320000000000001,0.9420000000000001,-4.032,0.043,0.000699,0.0,0.34600000000000003,0.867,146.99,223548,1,0.4704906204906205,-0.0543290043290043,0,3.7258,165,44.28579097106662,0
12854,60,2,10,0.623,0.8859999999999999,-3.0439999999999996,0.0404,0.0245,0.0,0.247,0.7090000000000001,92.021,228467,1,0.5306868686868687,0.16332323232323231,0,3.8077833333333335,310,81.41219519668049,0
12858,67,5,0,0.195,0.483,-4.9910000000000005,0.03,0.465,0.4970000000000001,0.0686,0.17300000000000001,84.71,269107,1,0.4257372835497837,0.2199607683982684,2,4.485116666666666,488,108.80430460746098,0
12862,79,2,17,0.442,0.943,-3.205,0.0602,0.00293,8.71e-06,0.091,0.7809999999999999,85.064,181533,1,0.3592592592592593,0.06296296296296294,1,3.02555,513,169.55594850523045,0
12863,38,1,12,0.312,0.373,-6.815,0.0452,0.6629999999999999,0.0,0.138,0.46,84.72,215093,1,0.3128205128205128,0.11410256410256407,3,3.5848833333333334,352,98.1900852189518,3
12865,7,5,0,0.5820000000000001,0.371,-8.519,0.0525,0.748,9.19e-05,0.122,0.604,200.085,225106,1,0.6361802232854864,0.15742424242424244,0,3.751766666666666,158,42.113493198759706,0
12867,79,2,17,0.42100000000000004,0.40700000000000003,-7.445,0.0267,0.309,0.0009609999999999999,0.11,0.161,139.028,285120,1,0.7000000000000002,0.3499999999999999,2,4.752,440,92.5925925925926,0
12868,53,1,11,0.565,0.867,-2.503,0.0318,0.0571,0.0,0.177,0.325,125.867,215227,1,0.34560606060606064,0.10287878787878793,6,3.5871166666666667,384,107.0497660609496,2
12873,62,2,3,0.813,0.7809999999999999,-5.763999999999999,0.0341,0.048,0.284,0.0577,0.8109999999999999,120.99,230163,1,0.4854166666666668,0.0770833333333333,3,3.83605,153,39.88477730999335,0
12876,32,5,15,0.626,0.621,-8.665,0.0443,0.0263,2.64e-05,0.204,0.708,150.089,197354,1,0.3407407407407408,0.13703703703703704,0,3.2892333333333332,205,62.32455384740111,0
12878,43,5,0,0.578,0.28600000000000003,-7.371,0.0421,0.8640000000000001,2.68e-05,0.168,0.16,80.975,234507,1,0.5419753086419753,0.043209876543209874,0,3.90845,202,51.6828921951157,0
12886,61,3,23,0.263,0.6629999999999999,-8.264,0.19,0.589,0.00451,0.342,0.25,167.271,366733,1,0.4585459183673466,0.029464285714285686,0,6.112216666666668,655,107.16243152375161,1
12890,48,0,4,0.494,0.81,-4.37,0.0533,0.0564,0.0,0.10400000000000001,0.426,104.913,173440,1,0.3375925925925926,0.03810185185185185,9,2.8906666666666667,610,211.0239852398524,1
12896,48,5,2,0.846,0.721,-5.2479999999999976,0.0494,0.163,0.0,0.19399999999999998,0.637,121.42,203253,1,0.8218000675447481,0.6171310368118881,3,3.38755,379,111.88026744992693,2
12898,69,2,17,0.546,0.787,-4.1,0.0517,0.0101,0.00021,0.0809,0.573,79.979,231987,1,0.5252186588921285,0.20583090379008728,10,3.86645,696,180.01008677210362,2
12913,84,2,10,0.6920000000000001,0.809,-4.198,0.0602,0.524,0.0,0.147,0.8640000000000001,123.911,190800,1,0.5854166666666669,-0.2416666666666668,32,3.18,1564,491.82389937106916,2
12914,65,5,15,0.431,0.938,-4.507,0.0542,0.00805,0.0,0.138,0.523,157.46200000000005,304000,1,0.4875739644970414,0.05352339967724583,6,5.066666666666666,405,79.9342105263158,0
12920,67,0,4,0.636,0.789,-4.905,0.0892,0.0834,0.0008960000000000002,0.391,0.4,128.028,217907,1,0.7916666666666666,0.2416666666666667,33,3.631783333333333,866,238.45034808427448,3
12935,66,3,14,0.84,0.56,-10.53,0.21,0.00195,0.00417,0.633,0.775,111.815,261853,1,0.4603650793650795,0.15085813492063493,0,4.364216666666667,420,96.23720178878989,0
12939,41,2,5,0.599,0.907,-4.4060000000000015,0.0445,0.0733,0.5329999999999999,0.474,0.833,126.275,233453,1,0.5925925925925926,0.09259259259259264,0,3.8908833333333335,137,35.2105134652371,1
12942,52,0,4,0.631,0.5770000000000001,-10.18,0.0649,0.316,0.00128,0.139,0.301,122.051,208779,1,0.47,-0.14,0,3.47965,129,37.07269409279669,0
12944,30,0,18,0.433,0.838,-4.369,0.0363,0.0028399999999999996,0.0019100000000000002,0.136,0.379,128.064,166240,1,0.5944444444444444,-0.25,0,2.7706666666666666,73,26.34744947064485,0
12949,76,3,23,0.868,0.6459999999999999,-4.6739999999999995,0.28800000000000003,0.303,0.0,0.284,0.67,88.641,304600,1,0.4854059225798355,0.1355299893343371,20,5.076666666666667,2445,481.61523309258035,0
12950,0,3,14,0.696,0.721,-10.14,0.0453,0.0334,0.195,0.0729,0.591,96.935,281360,1,0.5945840681951793,0.1898515579071135,1,4.689333333333333,500,106.6249644583452,0
12952,58,3,9,0.605,0.596,-6.65,0.028999999999999998,0.139,0.000554,0.10099999999999999,0.11900000000000001,126.066,184000,1,0.5062222222222222,0.3641111111111111,0,3.066666666666667,226,73.69565217391303,0
12956,76,5,0,0.48100000000000004,0.262,-15.73,0.0414,0.735,0.0114,0.8320000000000001,0.375,122.883,334744,1,0.4914529914529914,0.03461538461538462,0,5.579066666666668,432,77.43230647898095,4
12957,60,5,2,0.583,0.316,-19.292,0.0315,0.425,5.67e-05,0.11,0.436,114.36,233867,1,0.5660714285714284,0.4125,0,3.897783333333333,227,58.2382294209957,0
12961,71,5,2,0.625,0.758,-6.212999999999999,0.0463,0.512,0.00022,0.153,0.695,119.719,251253,1,0.6744897959183674,0.1488095238095238,0,4.18755,238,56.83514226695801,1
12962,52,5,15,0.565,0.96,-3.503,0.0354,0.0441,0.00183,0.35200000000000004,0.888,118.999,227413,1,0.3674242424242424,0.2250000000000001,0,3.790216666666667,298,78.62347359209895,9
12968,0,3,14,0.7759999999999999,0.828,-8.861,0.0536,0.00010800000000000001,9.59e-06,0.21,0.736,102.39299999999999,408333,1,0.5574706694271913,0.004028640441683911,0,6.80555,501,73.61638662562174,0
12970,15,2,17,0.711,0.7,-4.805,0.046,0.00498,0.000125,0.215,0.8009999999999999,128.001,211920,1,0.4669973544973544,0.1726851851851851,2,3.532,386,109.28652321630804,3
12974,2,2,10,0.484,0.7140000000000001,-6.809,0.0622,0.496,0.0168,0.128,0.366,95.064,171789,1,0.10000000000000002,0.030769230769230767,2,2.86315,201,70.20239945514555,0
12987,71,3,23,0.6609999999999999,0.34600000000000003,-9.115,0.03,0.452,0.0,0.131,0.256,129.752,263667,1,0.5719155844155843,0.10775027056277056,0,4.39445,930,211.63057948093618,0
12989,72,2,5,0.6579999999999999,0.575,-10.365,0.0267,0.243,0.0,0.122,0.504,108.329,239827,1,0.3358333333333333,0.07027777777777779,3,3.997116666666667,360,90.0649217977959,0
12992,72,3,23,0.7490000000000001,0.605,-9.359,0.086,0.00186,0.0381,0.115,0.966,142.024,251733,1,0.42507936507936506,-0.2265079365079365,18,4.19555,846,201.64221615759558,2
12993,66,3,23,0.746,0.5379999999999999,-6.479,0.32,0.389,0.0,0.139,0.516,101.01799999999999,262521,1,0.6375925925925927,-0.08907407407407407,2,4.37535,510,116.56210360314032,0
12994,10,4,20,0.862,0.648,-7.401,0.251,0.0455,0.0,0.0332,0.637,98.012,235533,1,0.4883707201889021,0.16098812803358262,3,3.92555,1200,305.68964858427483,0
13001,58,5,0,0.6990000000000001,0.696,-13.045,0.0458,0.0098,0.00034500000000000004,0.0427,0.6729999999999999,135.02700000000002,253293,1,0.21414141414141416,0.09797979797979793,2,4.22155,271,64.19443095545475,0
13005,57,5,15,0.20600000000000002,0.4,-9.812999999999999,0.0324,0.053,0.638,0.111,0.196,133.442,258813,1,0.6,0.5,0,4.31355,109,25.26920981558113,4
13006,65,5,0,0.579,0.8490000000000001,-5.218,0.0303,0.10800000000000001,0.0,0.0909,0.581,100.021,196907,1,0.4206845238095238,-0.0013392857142857189,0,3.2817833333333333,262,79.83464275013077,2
13009,70,3,9,0.794,0.735,-4.204,0.054000000000000006,0.10800000000000001,0.0057799999999999995,0.11199999999999999,0.223,107.374,234373,1,0.6947232947232945,0.3654440154440156,0,3.9062166666666656,378,96.7688257606465,9
